class,weibo_content,weibo_id
金融相关,【IMF估算：贸易战将使全球GDP减少0.5%】当地时间21号和22号两天，二十国集团财政部长和央行行长会议在阿根廷首都布宜诺斯艾利斯召开。美国挑起的经贸摩擦以及带给全球经济的影响依然是会议关注的焦点。国际货币基金组织（IMF）总裁拉加德表示：经贸摩擦将对全球国内生产总值造成冲击，按照各国已出台的政策，在最坏情况下，我还没有考虑进去某些国家的最新表态，全球国内生产总值将减少0.5%。此外，巴西财政部长瓜尔迪亚表示，世界主要经济体间不断加剧的经贸摩擦对国际贸易发展不利，使全球经济面临的风险增加，自由贸易很重要。,4264884663235370
金融相关,【投服中心参加百场股东大会现场行权】为充分发挥股东大会在公司治理中的作用，示范和引导广大中小股东积极参与并行使股东权利，2018年3月份至6月份，中证中小投资者服务中心（以下简称“投服中心”）在上市公司股东大会召开季，展开专项行动，集中参加了100场上市公司年度股东大会，开展现场行权。在专项行动中，投服中心共计提了296个大类问题，涉及663个小类问题。,4264884659537690
金融相关,弄清六个问题，我们对股市的认识会更加清晰,4264882494627090
金融无关,商务部决定，自2018年7月23日起对原产于欧盟、日本、韩国和印度尼西亚的进口不锈钢钢坯和不锈钢热轧板/卷进行反倾销立案调查。,4264882163121210
金融无关,【“彝”针“彝”线又闪又美！小姐姐这身行头妥妥10万+ 】20日，四川凉山彝族自治州布拖县举行彝族火把节，彝族姑娘们盛装亮相。她们身上穿戴的银饰有7斤重，价值逾10万元人民币。这些银饰是村里的师傅手工打造的。身上的呢子裙是母亲缝制的，彝族姑娘只有在出嫁或者特殊的日子才会穿。详情请看⬇⬇,4264881601435620
金融无关,【证监会规范私募资管业务 进一步提升机构合规管理和风控水平】据悉，此次征求意见的私募资管新规，是在系统整合证券期货经营机构私募资管业务现行监管规定的基础上，全面落实《关于规范金融机构资产管理业务的指导意见》相关要求，并吸收近年来证监会在私募资管业务防风险领域行之有效的监管经验，对证券期货经营机构私募资管业务进行系统规范，拟作为指导意见配套细则发布实施。,4264880884093080
金融无关,7月21日至22日，G20财长和央行行长会议在阿根廷举行，财政部部长刘昆出席会议并发言。刘昆表示，应对技术变革的挑战，应积极发挥财税政策作用，为创新创业提供适当激励，适时推动教育、就业、社保等领域改革，提高劳动力素质，并推动新技术向发展中国家 移。,4264880179660410
金融相关,【传统融资渠道受限 房企向员工发理财产品以筹措资金】财联社7月23日讯，一名业内人士透露，近期已经有不少房地产企业通过发行面向内部员工的基金产品来筹措资金，认购门槛较高，收益率有的甚至高达18%。由于发债、银行贷款等传统融资渠道受限，房企不得不变着花样来融资。除了向员工发理财产品外，不少房企也开始推员工持股、高管人员期权激励。（中新网）,4264879831571540
金融相关,#上证快讯#【两市双双低开 生物医药板块领跌】沪深两市周一双双低开。截至开盘，上证指数报2815.20点，下跌0.50%；深证成指报9188.47点，下跌0.68%；创业板指报1592.24点，下跌1.08%。盘面上，生物医药板块大幅领跌，长春高新、智飞生物、沃森生物开盘跌停。海南、钢铁、石墨烯板块均跌幅靠前。,4264879400141140
金融相关,疫苗问题正在牵动着国人的神经，拷问着相关企业的底线。在事件背后，我们梳理了A股疫苗营收占比较高的上市公司，分析他们的经营和财务指标，看看这些企业究竟有何特点？据统计，长生生物和康泰生物，销售费用均高于研发投入，销售费用占比相较研发投入分别高26.03%和38.66%。,4264879130651210
金融相关,医药板块都[跪了][允悲],4264878296425910
金融相关,【开盘：两市低开沪指跌0.50% 仪表仪器板块领涨】今日两市低开，截止今天开盘，沪指报2815.20点，跌0.50%，深成指报9188.47点，跌0.68%，创指报1592.24点，跌1.08%。从盘面上看，仪表仪器、酒店及餐饮、共享单车居板块涨幅榜前列，生物制品、生物医药、化学制药居板块跌幅榜前列。,4264878162717870
金融相关,哎呀呀呀呀，牛市真真真来了！？[可怜]@樊德安,4264877083753790
金融相关,【廉价救命药一瓶难求 生产企业进退两难】一边是即将到期的一致性评价“大限”，另一边是集体降价的国家医药招标，夹在中间的廉价药生产企业进退两难，对于不少癌症患者家庭而言，由此带来的廉价抗癌药物的供货不稳定也成为了最令他们揪心的事情之一。,4264877008844210
金融相关,XX生物集体跌停......,4264875699882890
金融相关,【每人交了1.8万元中介费！竟被骗到韩国种萝卜[衰]】去年8月，老张看到一条去韩国打工的消息，包吃包住，保底月薪1万6，便跟几个朋友前往，每人交了1.8万的中介费。不料到了韩国后发现竟是到农场种萝卜，550块钱一天，一个月工作10天，2个月后因打黑工被遣返…（浙江在线）,4264874798618950
金融无关,#上证快讯#【长生生物拟披露重大事项 7月23日开市起临时停牌】长生生物科技股份有限公司拟披露重大事项，经公司申请，公司股票（证券简称：长生生物，证券代码：002680）于2018年7月23日开市起临时停牌。,4264874248783270
金融相关,【20省份集体发声 多地疾控部门宣布停用长春长生狂犬病疫苗】财联社7月23日讯，针对长春长生公司狂犬病疫苗生产违规事件，多地疾控部门已陆续做出回应。据不完全统计，截至7月22日，至少已有20个省、自治区和直辖市的疾控部门就长春长生疫苗事件进行发声。包括上海、河南、海南、重庆、山东、山西、广西、河北、8个省市在内的疾控中心明确表示，全面停用、或是暂停使用长春长生狂犬病疫苗。湖南、福建、广东这3省疾控中心表示，该省境内没有涉事批次狂犬疫苗。另外，还有西藏、北京、天津、江西四地疾控部门称，未采购长春长生公司狂犬病疫苗产品或是采购此次涉事疫苗批次。（澎湃）,4264874101853580
金融相关,【大数据产业保持高速增长态势 逾6亿元大单布局7只龙头股】投资策略方面，分析人士表示，大数据产业保持着高速增长态势，关键技术领域取得新突破，大数据软硬件自主研发实力快速提升，融合应用进程加速，为做大做强数字经济、带动传统产业 型升级提供新动力。建议关注：天源迪科、美亚柏科、东方国信、拓尔思、中科曙光、浪潮信息等6只标的股。,4264873329861660
金融相关,【长生生物拟披露重大事项 今日临时停牌】#狂犬疫苗生产记录造假##百白破疫苗造假#交易所早间公告称，长生生物拟披露重大事项，7月23日开市起临时停牌。,4264872352931410
金融相关,【底部越“磨”越高 个股分化愈演愈烈】沪指周线已是两连阳，底部重心稳中有升。但个股差异化走势在磨底阶段愈发显著，据WIND数据显示，剔除近期新股后，月内47只个股创出历史新高，104只个股则创出历史新低。A股已不再是“齐涨共跌”格局。,4264872306733630
金融相关,【“三面”伸手捂热大盘 A股有望进入修复期】技术面上看，沪指一阳穿三线，站在5日均线、10日均线和20日均线之上，已经完全吞没了前期缩量回踩的几根小阴线，说明洗盘已结束，再度上攻的脚步已经开启。技术派人士普遍认为，从均线系统上看，三线黏合已经出现初步发散的形态，同时量能有所放大，因此后市只要上证50指数继续拉升，则有望回补上方2850点附近缺口。,4264872084418900
金融无关,南怀瑾:如果学医的就要知道，夏天身体里面反而是寒的，我们的胃是寒的；可是大家喜欢夏天吃冰凉的东西。以养生之道来讲，修道的人不干这个事，夏天反而要喝热的，吃热的。这是地球自然的物理，夏天手伸到井里去，地下水是凉的。所以我们讲山西人不但会发财，还聪明；你到山西那个古房子一看，有地窖，还有冰窖呢。冬天把冰放到地窖，到夏天还没有化。我们夏天觉得热，因为受大气的影响，身体体能的温度向外发散，表皮上感觉很热流汗，内部就寒了，这是养生的道理。所以很高明的医师，有时候夏天的病，不是给你吃凉药，反而是吃大热药。……,4264870990065880
金融相关,【政策红利持续释放工业互联网迎新机遇 QFII连续五个季度持有4只绩优龙头股】数据显示，美的集团、青岛海尔、启明星辰、东方国信等4家工业互联网龙头公司从2017年一季度至2018年一季度，连续五个季度前十大流通股股东名单中出现QFII身影，截至一季度末，持股数量分别为17189.66万股、28597.18万股、4172.73万股和6009.59万股。,4264870818609530
金融相关,【“美元牛”未完待续 大宗商品“熊”难了】在美元指数逐步攀高的压力下，大宗商品市场成了摇摆不定的“墙头草”，跟随美元波动的行情明显。今年4月中旬以后，美元指数升至90上方，同期CRB商品指数先涨后跌整体回落超5%。业内人士认为，美元强势可能继续维持，大宗商品压力仍在。,4264870729517640
金融无关,【祝贺！亚洲青年羽毛球锦标赛中国选手硕果累累】7月22日，在印度尼西亚南唐格朗市举行的2018年亚洲青年羽毛球锦标赛中，中国组合邸子健/王昶获得男双冠军；中国选手王祉怡获得女单冠军；中国组合郭新娃/刘玄炫获得混双冠军。,4264870659030990
金融无关,【成品油价或迎下调 私家车加满一箱油少花4.5元】新华社上海7月22日电（记者王默玲）我国将在23日24时迎来年内第14轮成品油调价时间窗口。近期国际油价震荡回落。业内预计，本轮调价期内每吨油价下调幅度约为120元，若按家用汽车加满一箱油50升计算，车主或少花4.5元。,4264870355995190
金融相关,交易所早间公告称，长生生物拟披露重大事项，7月23日开市起临时停牌。,4264870206019760
金融相关,#上证4小时#【全球云市场前景看好 多家企业股价走高】近日发布的多份企业财报和行业报告显示，全球云市场持续高速发展。这一趋势助推行业内多家公司股价大幅走高，微软股价创历史新高，中国香港上市的云服务企业金蝶国际股价也大幅跑赢大盘，接近历史最高价。请点击链接：,4264870171638290
金融无关,【投服中心集中参加百场股东大会现场行权】为充分发挥股东大会在公司治理中的作用，示范和引导广大中小股东积极参与并行使股东权利，3-6月，中证中小投资者服务中心在上市公司股东大会召开季，展开专项行动，集中参加了100场上市公司年度股东大会，开展现场行权。,4264870133876450
金融相关,【首单“一带一路”建设可续期公司债券将发行】据上交所消息，连云港港口集团有限公司可续期公司债券（用于“一带一路”项目）获证监会核准，成为全国首单获批的募集资金用于“一带一路”建设的可续期公司债券，并将在发行后申请于上交所上市。,4264870016642560
金融相关,【242只个股成基金“新宠” 最爱医药生物等三行业】截至昨日，共123家基金公司披露了旗下公募基金第二季度报告。统计显示，已公布二季报的基金合计持有股票市值达1.79万亿元，合计持有1444只个股。其中，基金新进持有242只个股，持股市值达42.45亿元。从行业来看，非银金融、计算机和医药生物等三行业的基金新进持股市值居前。,4264869559746500
金融无关,【雨季开车出行，你应该知道的安全知识】雨天行车，由于车辆的使用性能和道路安全系数降低，道路交通情况复杂多变，因此，要更加注意行车安全。车陷入泥坑后的自救方法、正确通过积水区的方法……这些安全知识你都知道吗？ 给身边每一个开车的TA！安全驾驶，珍爱生命！,4264869559415040
金融相关,【涨涨涨！！！这个行业数年低迷，如今大部分的投资者已经觉醒……】虽然目前A股市场整体表现欠佳，但部分传统行业正出现一些新的变化，其中白羽鸡行业尤为明显。中国证券网微信公众号(ID：www_cnstock_com)，未经授权，不得 载，否则追究法律责任！,4264869316111570
金融相关,【抢反弹到底该怎么抢？看看聪明资金都流向了哪里......】上证综指在经历了“五穷六绝”后，虽然还未呈现明显的反弹态势，但A股当前处于估值底、情绪底和政策底的普遍认知，已令各路资金蠢蠢欲动。中国证券网微信公众号(ID：www_cnstock_com)，未经授权，不得 载，否则追究法律责任！,4264869290765820
金融相关,【集成电路又火了，近百家机构上周蜂拥一家上市公司】机构关注热点 换频繁。近一个月，从化工行业到计算机、在线教育、智慧城市，再到集成电路等等领域，机构几乎每周 换一个板块。上周，网络安全、集成电路成为机构关注热点。中国证券网微信公众号(ID：www_cnstock_com)，未经授权，不得 载，否则追究法律责任！,4264869266674380
金融相关,【良心公司来了！A股谁分红最多？谁真诚回报股东？】7月20日，中国上市公司协会（简称“中上协”）联合上交所、深交所共同发布上市公司现金分红榜单，包括“上市公司丰厚回报榜单”和“上市公司真诚回报榜单”各100家公司。中国证券网微信公众号(ID：www_cnstock_com)，未经授权，不得 载，否则追究法律责任！,4264869240415890
金融无关,【国家药监局:对长春长生违法违规生产狂犬病疫苗立案调查】国家药监局负责人今天通报长春长生生物科技有限责任公司违法违规生产冻干人用狂犬病疫苗案件有关情况。中国证券网微信公众号(ID：www_cnstock_com)，未经授权，不得 载，否则追究法律责任！,4264869144644940
金融无关,长生生物“疫苗门”不应由投资者承担损失(同步自@新浪看点 ),4264868506399870
金融相关,【山东查明不合格疫苗流向 21万余儿童已接种长春长生公司百白破疫苗！】#狂犬疫苗生产记录造假##百白破疫苗造假#据山东省疾控中心，长春长生公司销往山东省的不合格百白破疫苗(批号201605014-01)，流向已全部查明，共计252600支，流向济南、淄博、烟台、济宁、泰安、威海、日照、莱芜等8个市。这批疫苗已接种247359支，涉及儿童215184人，儿童接种信息在预防接种单位均有详细登记。为保证接种过不合格百白破疫苗的儿童免于发病，山东省使用合格的百白破疫苗按照国家免疫程序规定，开展后续剂次百白破疫苗的常规接种。,4264868225936480
金融相关,#7月23日券商晨会研报汇编#【华泰证券】继续关注零售行业龙头，主线一：纯线上流量红利逐步消失，实体门店逐步回暖，龙头苏宁易购扩渠道扩品类卓有成效，建议积极关注。主线二：二季度终端销售增速放缓，三季度有望回暖，其中三四线消费将持续崛起，建议关注优质时尚珠宝企业及低估值百货龙头王府井，周大生，莱绅通灵。主线三：超市行业龙头通过不断 型创新提升聚客能力，通过管理创新压缩费用，目前迎来加速扩张期，建议关注永辉超市，红旗连锁。,4264867693175930
金融相关,【7/23#上证盘前#·市场】1.外资持续流入A股 主要青睐三大板块；2.机构调研聚焦科技类公司；3.“国家队”基金二季度以静制动 坚守长期价值投资理念；4.景气度持续上升 机构热议白羽鸡行业“钱景”；5.2800点拉锯战 机构淡化趋势精选个股。,4264867491259260
金融相关,【7/23#上证盘前#·公司】1.国家药监局负责人介绍长春长生疫苗案件：责令停产、立案调查，组织对所有疫苗生产企业飞行检查；2.现金分红权威榜单发布 A股公司派现水平逐年提升；3.投服中心参加百场股东大会 600多个问题直击上市公司“痛点”；4.新华百货大股东拟要约收购不超6%股份；5.东方银星收到告知函 豫商集团及其一致行动人承诺支持公司发展。,4264867445697670
金融相关,【7/23#上证盘前#·产业】1.全球云市场前景看好 多家企业股价走高；2.中国航空航天企业加速走向国际市场；3.多晶硅报价止跌回升 下半年走势因需而定；4.电信运营商与互联网企业合力布局IPv6；5.我国首次开展大数据安全整治 保护信息安全须形成部门合力。,4264867399504640
金融相关,【7/23#上证盘前#·宏观】1.长江经济带重构高质量发展新版图 沿江11省市密集出台新发展政策措施；2.资管新规配套细则“靴子”落地 去杠杆方向不改节奏放缓；3.银行理财新规征求意见 拟降低公募理财投资门槛；4.人民日报：结构性去杠杆稳步推进；5.资管新规细则落地有望激活信用债市场。,4264867344664660
金融相关,【长生生物：百白破生产车间停产】7月22日晚，因疫苗问题而备受关注的长生生物和康泰生物分别发布公告。长生生物表示，公司百白破生产车间已经停产。康泰生物则称，与其他疫苗企业没有股权关系和业务往来，公司与事件无关，经营有序，产品质量稳定，一切正常。,4264867018269750
金融相关,【资管新规细则释放三大利好】随着资管新规细则出台，市场将迎来提高理财产品相对吸引力、缓解实体企业再融资压力、提振市场流动性三大利好。具体来说，资管新规细则将在一定程度上缓解当前商业银行面临的压力，降低资产回表过程对于市场的影响，适度缓解当前实体经济面临的信用紧缩压力。,4264866761922420
金融相关,【实地调查|被查封两天后即解封，董明珠造车危局待解】2018年7月18日，江苏省高级人民法院对南京银隆新能源有限公司位于南京的新能源（产业园）商用车不动产项目进行了查封。查封期限自2018年7月20日起至2021年7月19日止。7月22日，中国证券报（ID：xhszzb）记者在实地调查时发现，该项目已经收到江苏省高级人民法院的解封公告。,4264866472450060
金融相关,【茅台再次成为基金第一重仓股！二季报基金持仓全解析(附股)】金牛理财网统计数据显示，截至7月20日，已有124家基金公司披露了旗下6761只基金的二季报。纳入统计的6761只公募基金产品2018年二季度共亏损475.5亿元，与一季度盈利692.08亿元相比，减幅达168.71%。,4264866057276930
金融相关,【大半个资管圈齐聚“金牛财富管理论坛”，看看你买的理财产品上榜了没有】7月21日，由中国财富传媒集团、中国证券报指导，金牛理财主办的第六届“金牛财富管理论坛”暨2017年度“金牛理财产品”颁奖典礼隆重举行。,4264865935909740
金融相关,【中证盘前播报】李克强批示疫苗事件：必须给全国人民一个明明白白的交代！国家药监局通报问题疫苗案；凯瑞德高管涉嫌操纵股市被监视居住,4264865743453900
金融相关,【康恩贝澄清称从未生产、销售过任何疫苗产品，有关报道无事实依据】财联社7月23日讯，康恩贝早间公告称，7月22日有媒体、自媒体的报道和消息等提及有关康恩贝从事疫苗业务的信息。公司就有关事项澄清称，康恩贝（包括下属全资、控股子公司）从未生产、销售（包括代理销售）过任何疫苗产品（包括动物疫苗）。本公司主营业务是现代中药、植物药以及特色化学药的研发、生产和销售。有关媒体、网络自媒体的上述报道、消息没有任何事实依据，对康恩贝上市公司和证券市场投资者是不负责任的。,4264865486896860
金融相关,【A股市场有三大幸】近期央行官员与财政部官员的互怼，大多数人是来看热闹的。但我们从另外一个角度看，货币政策与财政政策的执行不可能配合的完美无缺，那么双方把自己的疑问公布出来，则有助于提高政策的融合度，这对实体经济的发展是有利的。同样，一行两会若也是（现在就是）开诚布公的谈问题，则金融市场、资本市场的发展就会如虎添翼。这是A股市场的另一大幸。,4264864526729880
金融相关,【#央财评论#丨十看“中国经济半年报”之六：看消费】国家统计局数据显示，上半年，全国社会消费品零售总额达到18万亿元，同比增长9.4%；上半年消费对经济增长的贡献率为78.5%，比上年同期提高14.2个百分点。7月22日晚，《央视财经评论》邀请到国务院发展研究中心研究员任兴洲以及央视财经评论员刘戈做客演播室进行深入分析。任兴洲表示：①消费成为经济发展的主引擎和驱动力;②上半年服务型消费增长比较快，品质消费明显提升；③餐饮业产业规模增长非常突出，今年已经接近4万亿元，这个巨大的产业链带动了消费的增长；④供给侧结构性改革要跟上消费升级的步伐。刘戈则表示：①文娱体育成为上半年消费亮点；②消费占比已接近发达国家，下一步要完成从量到质的提升。,4264864349892900
金融无关,#跟习近平出访#【习近平乘专机抵达卢旺达】当地时间7月22日晚，国家主席习近平乘专机抵达卢旺达首都基加利，开始对卢旺达进行国事访问。这是中国国家主席首次访问卢旺达，卢旺达总统卡加梅及夫人到机场迎接。（央视）,4264864270545280
金融相关,【融创中国上半年净利预增200%】财联社7月23日讯，融创中国发布正面盈利预告，预计前6个月净利润较上年同期增长超过200%，期间销售物业交付的面积较去年同期大幅增加，以及考虑了香港财务报告准则第15号的影响，并且本期间的毛利率较去年同期及去年全年也取得进一步的提升。,4264863838421690
金融相关,【30起典型虚假违法 互联网广告案公布】 陕西巨丰投资资讯有限责任公司（简称“巨丰投顾”）上海分公司发布违法广告案中，当事人利用其官网发布的产品广告中包含“选出预期目标涨幅不低于20%个股，综合选股成功率高达83.21%”等有关收益率的宣传内容。当事人行为违反了《中华人民共和国广告法》第二十五条的规定。依据《中华人民共和国广告法》第五十八条规定，2018年3月份，上海市虹口区市场监管局作出行政处罚，责令巨丰投顾上海分公司停止发布违法广告，并处罚款11万元。,4264862009808610
金融无关,【今日热点新闻一览↓↓】1、李克强总理就疫苗事件作出批示：此次疫苗事件突破人的道德底线，必须给全国人民一个明明白白的交代；2、中办、国办印发方案，明确从2019年1月1日起，将基本养老保险费、基本医疗保险费等各项社会保险费交由税务部门统一征收；3、生态环境部通报，今年上半年，169个城市中临汾、石家庄、邢台等20城空气质量相对较差，海口、黄山、拉萨等20城空气质量相对较好；4、近日，教育部等四部门联合发文，要求以中等职业教育为重点不断扩大残疾人接受职业教育的机会，每个省（区、市）集中力量至少办好一所面向全省招生的残疾人中等职业学校；5、北京、上海、陕西三地将共同打造入境旅游枢纽旅游产品和线路，并设立专项资金，联合开展境外宣传营销；6、今年第10号台风“安比”在上海崇明岛登陆。中央气象台22日18时发布台风蓝色预警，预计23日中午前后移入山东境内，尔后 向偏北方向移动。,4264861229433020
金融相关,发表了博文《流动性泛滥与通货紧缩之幻觉》流动性泛滥与通货紧缩之幻觉——货币调总量，财政调结构文/董登新2018年5月底，我国广义货币（M2）存量高达174.3万亿元，相当于GDP的两倍多；而同期美国M¡查看图片,4264860243566140
金融相关,【新华社评疫苗事件：建立一次违法终生禁入制度 让违法者倾家荡产】#狂犬疫苗生产记录造假##百白破疫苗造假#新华社刊文称，有关部门需加大处罚力度，例如建立一次违法终生禁入行业等制度，让违法者倾家荡产，真正让制度发挥强大的震慑作用。,4264860088730940
金融无关,【游客无视禁令撕开防护网 在河道玩水打牌】为消暑，一些游客撕开防护网，在沣峪口河道里玩水打牌，完全无视周围石头上随处可见的“禁止嬉水”等标语。甚至还有山民还在附近收取停车费。而这里河道深浅不一，部分河段水流湍急，若出现险情，几乎不可能第一时间逃离。（华商网）,4264859703539440
金融相关,【有效拓展客户群体 银行公募理财门槛降低】交通银行金融研究中心首席金融分析师鄂永健昨日对《证券日报》记者表示，整体来看，《办法》充分考虑了执行中可能面临的问题，对部分规定予以缓冲，有助于缓解未到期存量资产提前赎回风险的压力，避免理财规模大幅萎缩。,4264859488602070
金融无关,【中金：资管新规细则落地偏松有望缓解市场担忧 A股估值等指标已近底部】财联社7月23日讯，中金公司称，上周五央行及银保监会、证监会出台的三个文件大体与此前发的资管新规精神保持一致，但新公布的文件已经明显在朝着有所放松、实现平顺过渡、避免造成过大市场波动的方向努力，有望明显缓解市场对流动性及增长的担心。分析师王汉锋等人在23日报告中称，偏松显现在包括允许公募理财投资非标、允许符合条件的封闭式理财产品采用摊余成本计量、明确过渡期内金融机构可以发行老产品投资新资产、过渡期后存量非标业务可以有序稳妥处理及解决表外回表的资本占用问题等等。资管新规细则的落地结合以下一些指标，表明目前市场估值和情绪指标均已经处于相对极端的水平，市场已经在呈现中长线价值。A股近期日均换手率已经接近历史底部、A股的估值区分布已接近历史上较为明显的底部水平。,4264857598144150
金融无关,#财经头条##原创首发##话题词#发布了头条文章：《长生生物“疫苗门”不应由投资者承担损失》,4264857178451770
金融相关,【113只基金“戒”五粮液“喝”茅台 贵州茅台成基金头号重仓股】白酒行业在今年以来的整体表现依然强势，流通市值增加6.28%。但龙头股在今年的股价出现了比较大的分化，贵州茅台年内上涨7.76%，五粮液和泸州老窖在今年以来分别下跌了6.36%和12.79%，观察其背后的基金持股情况可以发现，在二季度，有113只基金选择了弃五粮液“喝”茅台，有30只基金选择了弃泸州老窖“喝”茅台。,4264856971994970
金融相关,【证券日报：A股市场有三大幸】证券日报刊文称，让人又爱又恨的A股市场终于见到了曙光，上周五，上证综指上涨2.05%，一扫前5个交易日的颓势，这是市场的欢呼。A股市场有三大幸：1、进一步看一行两会的动作，这是金融机构改革以来它们统一行动、步调一致的一次行动，从发布的内容和发布的时间看，都实现了良好衔接。2、我们可以进行展望，今后一行两会在金融市场与资本市场的发展、货币政策与信贷的传导、直接融资与间接融资的配比、长期资金的运用等方面会出台更多实质性的、操作性更强的政策措施。3、货币政策与财政政策的执行不可能配合的完美无缺，双方把自己的疑问公布出来，则有助于提高政策的融合度，这对实体经济的发展是有利的。A股市场依托于实体经济的稳中向好，依靠于监管部门的统一协调、步调一致，依赖于市场参与各方合规能力的提升，就能顺利走出现在的暗夜，迎接黎明的曙光。,4264855806291380
金融相关,【早新闻】李克强就疫苗事件深夜作重要批示；长生生物多款疫苗所授荣誉来自山寨组织；成品油价或迎下调，私家车加满一箱油少花4.5元；“米粉”踩雷P2P：通过小米买了28家P2P产品 竟有18家出问题；中证报头版：资管新规细则释放三大利好；英国公众拒绝特雷莎·梅脱欧计划。更多：,4264854602276880
金融无关,【华谊兄弟四个实景项目跑步入场 35亿元主题公园今日开业】据悉，电影世界2013年左右开始筹划，2015年动工，总投资35亿元，园内汇集了《非诚勿扰》、《太极》、《集结号》和《狄仁杰之通天帝国》等7部电影IP，分为星光大道、非诚勿扰、集结号、太极和通天帝国五大主题区。共有34个游乐项目、11个演艺秀、7个电影主题餐厅，以及40多家主题商店等。门票暂定为节假日旺季278元，平常票价218元，除以电影《非诚勿扰》中女主角跳海为题材原型的蹦极外，门票包括园区所有娱乐项目。,4264854459626060
金融相关,外资持续流入A股，主要青睐银行、食品及医药板块三大板块；贵州茅台成基金头号重仓股；国家队基金继续重仓大蓝筹；全球云市场前景看好 多家企业股价走高；景气度持续上升 机构热议白羽鸡行业“钱景”；金融支持实体经济力度还将加码……,4264852815647540
金融相关,【皮海洲谈疫苗造假：若这种企业还能继续上市，这不是搞笑吗？】'' （分享自@凤凰网 ）-----------------不管其上市过程中是否存在造假行为，企业在生产制造环节已经存在事实性造假，且其造假结果直接威胁到人民群众的生命安全，就应该毫不犹豫地进行强制退市.,4264852245179970
金融无关,【央行明确公募可投非标债权类资产】中国人民银行7月20日发布《关于进一步明确规范金融机构资产管理业务指导意见有关事项的通知》。《通知》共6点内容，在4月份发布的《关于规范金融机构资产管理业务的指导意见》 的基础上从公募资产管理产品的投资范围、过渡期内相关产品的估值方法以及过渡期的宏观审慎政策安排进行了相关内容补充。,4264851943847840
金融无关,【南京银隆项目获解封 银隆新能源：被查封因与承建方生分歧】对于银隆新能源而言，今年可谓是多事之秋：今年6月份被爆出上市“辅导终止”；7月21日，银隆新能源又被爆出南京银隆产业园已经被法院查封。7月22日，记者从珠海银隆新能源股份有限公司方面获悉，22日上午，江苏省高级人民法院的工作人员已经到现场对南京银隆产业园项目进行解封。据了解，南京银隆产业园遭法院查封，原因是南京银隆项目与承建方现场人员在部分项目的合作中，对合同理解产生分歧。,4264849708494870
金融无关,【请把这9句话写在你的办公桌上！[心]】请记住，你所渴望的美好只是迟到，绝不会缺席！时间不会辜负你的努力↓↓新的一周加油，共勉！,4264849636792810
金融无关,【深交所谴责长生生物 药监局称已立案】继深交所7月20日对长生生物启动公开谴责后，7月22日晚间，国家药监局有关负责人回应：长春长生已上市销售使用狂犬病疫苗均经过法定检验，未发现质量问题。此外，除了之前停产，收回药品GMP证书等行政处罚，该负责人表示，国家药监局会同吉林省局已对企业立案调查，涉嫌犯罪的移送公安机关追究刑事责任。,4264849426754870
金融相关,记者在江苏、广东、宁夏等地调研发现，铅酸蓄电池在生产和回收过程中出现的污染现象屡禁不止。特别是在回收环节上，一边是正规再生铅企业普遍“吃不饱”，另一边却是大量废旧电池流入“黑市”。业内人士认为，铅酸蓄电池在生产、回收环节都存在严重的铅、酸污染隐患，污染事件频发加剧重金属污染。（经济参考报）,4264849024052670
金融相关,，战略性贸易与国际经济，巴曙松教授领读，诺贝尔经济学奖获得者克鲁格曼主编，这本书为我们理解当前的贸易摩擦提供了重要的理论参照。,4264847170036770
金融无关,【中上协联合沪深交易所发布A股上市公司现金分红榜单 14家上市公司现金分红既丰厚又真诚】根据2017年年度报告，2754家上市公司披露了现金分红事项，分红金额合计约10705.72亿元，同比增长21.88%，分红上市公司占全部上市公司总数约80%。从榜单情况来看，“上市公司丰厚回报榜单”入选公司2017年的现金分红总额占全体A股公司总额的78.6%，2015年-2017年三年累计现金分红总额占全体A股公司总额的78.77%；“上市公司真诚回报榜单”入选公司2017年的股利支付率中位数为77.09%，高于全体A股公司的中位数水平。,4264846910545720
金融相关,#7月23日四大证券报精华摘要#【证券日报】监管释放维稳网贷信号  各地重启现场检查迎备案；新黄浦63岁董事长被嫌弃年龄罢免 自投反对票：太儿戏无法律依据；“夺冠”退款流程启动一周风波不断 华帝回应称真金白银无“猫腻”。,4264846004000160
金融无关,【斗鱼拟赴美IPO 筹资6亿至7亿美元】财联社7月23日讯，据银行家们表示，腾讯支持的中国娱乐集团斗鱼计划在美国进行IPO，以筹集6亿至7亿美元资金。一位知情人士表示，斗鱼此前考虑在香港上市，但现在酝酿赴美上市。CBInsights的分析师对它的估值为15.1亿美元，而商业信息提供商Crunchbase表示，从该公司的筹资总额来看，估值为11亿美元。（FT中文网）,4264845517842030
金融相关,【贵州茅台成基金头号重仓股】财联社7月23日讯，伴随着公募基金二季报披露完毕，公募基金在二季度末的重仓股情况呈现出来。梳理发现，贵州茅台取代中国平安摘得了二季度末基金头号重仓股桂冠。具体来看，今年二季度末，共有707只基金重仓持有了贵州茅台，合计持股数量达到4801万股，合计持股市值达到351.17亿元；紧随其后的是格力电器和中国平安，今年二季度末分别有668只和654只基金重仓持有这2只个股。（证券日报）,4264845467299290
